ID,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,level
20,0,tcp,http,SF,256,19957,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,0.08,0,0,1,0,0.17,255,255,1,0,0,0,0.01,0.01,0,0,21
21,0,tcp,http,SF,313,2988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21
22,0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,20
23,0,tcp,http,SF,292,2257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,39,255,1,0,0.03,0.02,0,0,0,0,21
24,0,udp,other,SF,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,1,0,0,21,19,0.9,0.1,0.05,0,0,0,0,0,0
25,0,tcp,http,SF,213,124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,20
26,0,tcp,http,SF,248,15386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,47,255,1,0,0.02,0.01,0.02,0,0,0,21
27,0,tcp,http,SF,258,3540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,19,0,0,0,0,1,0,0.11,255,255,1,0,0,0,0,0,0,0,21
28,0,tcp,finger,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,11,0,0,1,1,0.05,0.06,0,255,11,0.04,0.07,0,0,0,0,1,1,20
29,0,tcp,http,SF,336,1555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,188,255,1,0,0.01,0.01,0,0,0,0,21
30,0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,1
31,8036,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,79,0.31,0.03,0,0,0.01,0.03,0.11,0.16,8
32,0,tcp,http,SF,291,670,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.2,0.2,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,18
33,0,udp,domain_u,SF,33,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0.75,94,92,0.98,0.02,0.01,0,0,0,0,0,21
34,0,tcp,http,SF,301,1569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,28,0,0,0,0,1,0,0.07,255,255,1,0,0,0,0,0,0,0,21
35,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,3,1,1,0,0,0.01,0.07,0,255,3,0.01,0.07,0,0,1,1,0,0,21
36,0,tcp,http,SF,282,8943,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,1,0,0.18,27,255,1,0,0.04,0.04,0,0,0,0,21
37,0,udp,private,SF,55,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,510,0,0,0,0,1,0,0,255,255,1,0,0.86,0,0,0,0,0,17
38,0,udp,domain_u,SF,44,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,196,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,18
39,0,tcp,domain,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,10,1,1,0,0,0.07,0.07,0,255,10,0.04,0.06,0,0,1,1,0,0,21
40,0,tcp,telnet,SF,121,188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0,0,0.01,0.01,0.02,0.02,15
41,0,tcp,nntp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,2,1,1,0,0,0.02,0.1,0,255,2,0.01,0.09,0,0,1,1,0,0,19
42,0,tcp,ftp_data,SF,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,122,10,0.08,0.02,0.08,0,0,0,0,0,21
43,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0.08,0.5,0,255,1,0,0.3,1,0,0,0,0,0,21
44,0,tcp,http,SF,220,1397,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21
45,0,tcp,http,SF,304,16684,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,1,0,0.15,14,245,1,0,0.07,0.02,0,0,0,0,21
46,0,udp,other,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,0,0.01,0.82,0,255,1,0,0.73,1,0,0,0,0,0,15
47,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,8,0,0,1,1,0.07,0.08,0,255,8,0.03,0.06,0,0,0,0,1,1,21
48,126,tcp,ftp,SF,644,1876,0,0,0,11,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,9,3,0.33,0.22,0.11,0,0,0,0,0,19
49,0,tcp,http,SF,345,9712,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,1,0,0.08,44,255,1,0,0.02,0.05,0,0,0,0,21
50,0,udp,other,SF,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,1,0,0,42,38,0.9,0.05,0.9,0,0,0,0,0,21
51,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,18,0,0,1,1,0.06,0.06,0,255,18,0.07,0.06,0,0,0,0,1,1,21
52,0,tcp,http,SF,229,284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,29,0,0,0,0,1,0,0.1,255,255,1,0,0,0,0.01,0.01,0,0,21
53,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,18,0,0,1,1,0.08,0.07,0,255,18,0.07,0.07,0,0,0,0,1,1,21
54,2076,tcp,http,RSTR,72564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,1,1,1,0,0,255,232,0.91,0.02,0,0,0,0,0.11,0.12,15
55,0,tcp,http,SF,234,9283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,50,255,1,0,0.02,0.01,0,0,0,0,21
56,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,17,0,0,1,1,0.06,0.06,0,255,17,0.07,0.06,0,0,0,0,1,1,21
57,0,tcp,http,SF,218,6675,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,1,0,0.18,255,255,1,0,0,0,0,0,0,0,21
58,0,tcp,http,SF,323,191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,1,0,0,40,255,1,0,0.03,0.01,0,0,0,0,21
59,0,tcp,http,SF,227,1251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,30,0,0,0,0,1,0,0.13,157,255,1,0,0.01,0.01,0,0,0,0,21
60,0,tcp,ftp_data,SF,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,191,9,0.05,0.03,0.05,0,0.01,0,0.01,0,20
61,0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,270,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,19
62,0,tcp,http,SF,193,765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,1,0,0.17,23,255,1,0,0.04,0.01,0,0,0,0,21
63,0,tcp,auth,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,3,0,0,1,1,0.01,0.07,0,255,3,0.01,0.08,0,0,0,0,1,1,18
64,0,tcp,http,SF,217,1466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,70,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,21
65,0,tcp,shell,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,0,0,1,1,0.04,0.07,0,255,5,0.02,0.06,0,0,0,0,1,1,21
66,0,tcp,ftp_data,SF,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,239,78,0.3,0.02,0.3,0.03,0,0,0,0,21
67,282,tcp,ftp,SF,160,599,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,39,25,0.64,0.08,0.03,0,0,0,0,0,11
68,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.03,0,0.97,1,0,1,0,255,1,0,1,0,0,0.01,0,0.99,1,20
69,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,227,0.89,0.02,0.89,0,0,0,0,0,17
70,0,tcp,auth,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,3,1,1,0,0,0.01,0.07,0,255,3,0.01,0.07,0,0,1,1,0,0,20
71,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,5,1,1,0,0,0.03,0.09,0,255,5,0.02,0.1,0,0,1,1,0,0,21
72,0,tcp,http,SF,188,7203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,165,255,1,0,0.01,0.01,0,0,0,0,21
73,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,0,0,1,1,0.02,0.06,0,255,4,0.02,0.06,0,0,0,0,1,1,20
74,0,udp,domain_u,SF,44,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,237,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,18
75,0,udp,private,SF,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,254,1,0.01,0.02,0,0,0,0,0,16
76,0,tcp,http,SF,223,5057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,1,0,0.29,31,255,1,0,0.03,0.04,0,0,0,0,21
77,0,tcp,discard,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,1,0,0,1,1,0,0.07,0,255,1,0,0.07,0,0,0,0,1,1,20
78,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0,0,1,1,0,0.97,0,255,1,0,1,0,0,0,0,1,1,18
79,7314,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,232,0.91,0.02,0,0,0.27,0.3,0.01,0,14
80,0,tcp,vmnet,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,7,0,0,1,1,0.03,0.06,0,255,7,0.03,0.07,0,0,0,0,1,1,20
81,0,tcp,gopher,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,18,1,1,0,0,0.07,0.07,0,255,18,0.07,0.08,0,0,1,1,0,0,20
82,0,tcp,http,SF,258,3581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,11,255,1,0,0.09,0.03,0,0,0,0,21
83,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,5,1,1,0,0,0.03,0.09,0,255,5,0.02,0.09,0,0,1,1,0,0,21
84,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,1,0.01,0,0.99,1,0.01,0.07,0,255,1,0,0.07,0,0,0.01,0,0.99,1,21
85,0,tcp,http,SF,296,2371,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21
86,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,9,0,0,1,1,0.04,0.06,0,255,9,0.04,0.06,0,0,0,0,1,1,21
87,0,tcp,nnsp,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,16,0,0,1,1,0.13,0.06,0,255,16,0.06,0.06,0,0,0,0,1,1,20
88,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,23,1,0,1,0.17,0,0,0,0,14
89,0,tcp,http,SF,214,1010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,196,255,1,0,0.01,0.03,0,0,0,0,21
90,0,tcp,http,SF,241,1043,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,19,0,0,0,0,1,0,0.11,234,255,1,0,0,0.01,0,0,0,0,21
91,0,tcp,http,SF,237,2229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,1,0,0.2,63,255,1,0,0.02,0.05,0,0,0,0,21
92,4,tcp,pop_3,SF,28,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,154,0.6,0.02,0,0,0,0,0.13,0,15
93,281,tcp,ftp,SF,160,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,17,0.07,0.89,0,0,0,0.06,0.86,0,12
94,0,udp,domain_u,SF,46,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0.4,255,255,1,0,0,0,0,0,0,0,21
95,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,1,1,7,1,0,1,0.57,0,0,0,0,15
96,0,tcp,http,SF,303,928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,49,255,1,0,0.02,0.02,0,0,0,0,21
97,0,tcp,pop_3,RSTO,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0.33,1,0,183,58,0.24,0.03,0.01,0.03,0,0,0.89,0.98,16
98,0,tcp,http,SF,331,30572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21
99,8060,tcp,telnet,SF,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,90,0.35,0.02,0,0,0.64,0.48,0.01,0.01,17
100,0,tcp,http,SF,208,2393,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,81,255,1,0,0.01,0.04,0,0,0,0,21
101,0,tcp,http,SF,285,1892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,21
102,0,udp,domain_u,SF,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0.4,255,225,0.88,0.01,0.01,0,0,0,0.04,0,18
103,4,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,135,118,0.87,0.02,0.01,0.02,0,0,0.07,0,7
104,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,4,1,1,0,0,0.02,0.06,0,255,4,0.02,0.07,0,0,1,1,0,0,21
105,4,tcp,pop_3,SF,27,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,183,164,0.9,0.02,0.01,0,0,0,0.05,0,11
106,2,tcp,imap4,RSTO,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,1,1,0.33,1,1,24,60,0.25,0.21,0.04,0.03,0,0,0.83,0.98,12
107,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,47,1,0.02,0.83,0.83,0,0,0,0.83,1,16
108,0,tcp,http,SF,318,2288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,126,255,1,0,0.01,0.03,0,0,0,0,21
109,0,tcp,http,SF,323,868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,47,0,0,0,0,1,0,0.15,255,255,1,0,0,0,0,0,0,0,21
110,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,9,0,0,1,1,0.04,0.07,0,255,9,0.04,0.08,0,0,0,0,1,1,21
111,0,udp,private,SF,55,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,223,0,0,0,0,1,0,0,255,255,1,0,0.86,0,0,0,0,0,17
112,0,tcp,telnet,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0.15,1,0.85,1,0,0.92,249,5,0.02,0.03,0,0,0,0,0.03,0.4,13
113,0,tcp,smtp,SF,1907,401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,11,0.04,0.06,0,0,0.91,0,0.01,0,18
114,0,tcp,finger,SF,6,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,193,33,0.13,0.03,0.01,0.06,0,0,0.01,0,20
115,0,tcp,telnet,SF,123,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,183,0.72,0.02,0,0,0,0,0.02,0.03,15
116,0,tcp,telnet,SF,21,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0.13,0.75,0.73,0.5,0.75,0.8,255,38,0.15,0.02,0,0,0,0,0.22,0.5,11
117,0,tcp,smtp,SF,0,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,148,200,0.78,0.03,0.01,0.01,0,0,0.01,0.01,18
118,0,tcp,ctf,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,3,0,0,1,1,0.03,0.08,0,255,3,0.01,0.07,0,0,0.08,0,0.92,1,19
119,0,tcp,smtp,SF,550,314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,11,38,0.91,0.18,0.09,0.05,0,0,0,0,21
120,0,icmp,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,18
121,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,5,0,0,1,1,0.03,0.07,0,255,5,0.02,0.07,0,0,0,0,1,1,21
122,0,tcp,finger,SF,12,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,32,8,0.09,0.06,0.03,0.25,0,0,0,0,20
123,0,udp,domain_u,SF,45,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,146,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,18
124,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,201,0.79,0.01,0.79,0,0,0,0,0,18
125,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,3,0,0,1,1,0.02,0.06,0,255,3,0.01,0.06,0,0,0,0,1,1,21
126,0,tcp,telnet,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0.17,1,0.5,1,0,0.67,96,89,0.33,0.05,0.01,0.02,0,0.11,0.89,0.58,13
127,0,tcp,http,SF,235,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,1,0,0.4,4,255,1,0,0.25,0.01,0,0,0,0,21
128,0,tcp,imap4,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,1,100,85,0.33,0.03,0.01,0.02,1,1,0,0,18
129,0,tcp,http,SF,191,13096,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,255,243,0.95,0.02,0,0,0.01,0,0.01,0,21
130,0,tcp,http,SF,216,354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,32,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,21
131,0,icmp,ecr_i,SF,1480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0.67,1,13,1,0,1,0.54,0,0,0,0,15
132,0,tcp,telnet,SF,125,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,139,0.55,0.02,0,0,0,0,0.02,0.03,15
133,0,tcp,http,SF,249,5381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21
134,0,tcp,http,SF,195,1569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,255,1,0,1,0.02,0,0,0,0,21
135,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.65,0.63,0,0,0,0.93,1,18
136,0,tcp,http,SF,228,2239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,143,0.56,0.2,0,0,0.01,0.01,0.39,0.01,18
